# 1kOhm 08/12/2017  PREAMPS EXPERIMENT
# Lock-In: 5110 Sensitivity: 100mV Time Constant: MIN | | Keithley: 6221 Start current: 1.00E-6 A Stop current: 2.00E-6 A
# t, ms   6221, A      2000, V      5110_X, V      5110_Y, V    DAQ A0, V      DAQ A1, V    DAQ A2, V    DAQ A3, V     DAQ A4, V     
00022000   1.44E-6     1.435626     3.75000E-3    2.7700E-3   -1.4139E+0     0.0000E+0    0.0000E+0    -3.0518E-4      0.000000 
00023000   1.46E-6     1.454992     3.62000E-3    2.4700E-3   -1.4349E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000305 
00024000   1.48E-6     1.475668     3.55000E-3    2.5500E-3   -1.4542E+0     0.0000E+0   -6.1035E-4     0.0000E+0     -0.000305 
00025000   1.50E-6     1.495000     3.52000E-3    2.7600E-3   -1.4743E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00026000   1.52E-6     1.515557     3.32000E-3    2.5200E-3   -1.4941E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00027000   1.54E-6     1.534987     4.25000E-3    2.2000E-3   -1.5137E+0    -3.0518E-4   -3.0518E-4    -6.1035E-4     -0.000305 
00028000   1.56E-6     1.555247     4.23000E-3    2.1800E-3   -1.5338E+0    -3.0518E-4    0.0000E+0     0.0000E+0      0.000000 
00029000   1.58E-6     1.574216     4.28000E-3    1.8600E-3   -1.5533E+0    -3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00030000   1.60E-6     1.582733     4.30000E-3    1.2500E-3   -1.5738E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4     -0.000305 
00031000   1.62E-6     1.613834     4.12000E-3    1.1600E-3   -1.5933E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00032000   1.64E-6     1.621248     4.03000E-3    9.6000E-4   -1.6135E+0    -3.0518E-4    0.0000E+0    -6.1035E-4      0.000000 
00033000   1.66E-6     1.654703     3.88000E-3    5.5000E-4   -1.6336E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00034000   1.68E-6     1.668042     3.68000E-3    6.2000E-4   -1.6531E+0    -3.0518E-4   -6.1035E-4     0.0000E+0     -0.000305 
00035000   1.70E-6     1.694603     3.58000E-3    7.9000E-4   -1.6733E+0     0.0000E+0   -3.0518E-4    -3.0518E-4     -0.000305 
00036000   1.72E-6     1.702710     3.54000E-3    4.8000E-4   -1.6934E+0     0.0000E+0   -9.1553E-4    -3.0518E-4      0.000000 
00037000   1.74E-6     1.734313     3.38000E-3    2.7100E-3   -1.7136E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000610 
00038000   1.76E-6     1.744599     3.27000E-3    1.0700E-3   -1.7325E+0    -3.0518E-4   -3.0518E-4     0.0000E+0     -0.000305 
00039000   1.78E-6     1.773869     3.33000E-3    2.1700E-3   -1.7529E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000305 
00040000   1.80E-6     1.779540     3.21000E-3    2.0300E-3   -1.7722E+0     0.0000E+0    0.0000E+0    -3.0518E-4     -0.000305 
00041000   1.82E-6     1.812543     3.21000E-3    1.3200E-3   -1.7935E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00042000   1.84E-6     1.829009     3.33000E-3    1.2000E-3   -1.8130E+0     0.0000E+0    0.0000E+0     0.0000E+0      0.000000 
00043000   1.86E-6     1.852889     3.48000E-3    1.1600E-3   -1.8329E+0    -3.0518E-4    0.0000E+0     0.0000E+0     -0.000305 
00044000   1.88E-6     1.872276     3.54000E-3    8.1000E-4   -1.8527E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
00045000   1.90E-6     1.893485     3.71000E-3    5.6000E-4   -1.8732E+0     0.0000E+0    3.0518E-4     0.0000E+0      0.000000 
00046000   1.92E-6     1.911982     3.89000E-3    6.4000E-4   -1.8927E+0    -3.0518E-4    3.0518E-4    -3.0518E-4     -0.000610 
00047000   1.94E-6     1.931789     3.98000E-3    8.3000E-4   -1.9128E+0     3.0518E-4   -3.0518E-4     3.0518E-4     -0.000610 
00048000   1.96E-6     1.953195     3.98000E-3    5.5000E-4   -1.9327E+0    -3.0518E-4    0.0000E+0    -3.0518E-4     -0.000610 
00049000   1.98E-6     1.972151     4.15000E-3    4.9000E-4   -1.9528E+0    -3.0518E-4    0.0000E+0    -3.0518E-4      0.000000 
00050000   2.00E-6     1.993207     4.28000E-3    1.0700E-3   -1.9730E+0    -3.0518E-4   -3.0518E-4    -3.0518E-4      0.000000 
